speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId,exoticCategory,date_requested
eurrob1,European Robin,Erithacus rubecula,L13093767,Corsica Street,2022-01-01 16:19,2,51.5488699,-0.1005222,TRUE,FALSE,TRUE,S99829421,NA,2022-01-01
eurrob1,European Robin,Erithacus rubecula,L12214584,Wandle Park (Colliers Wood),2022-01-02 15:10,NA,51.4188903,-0.1798127,TRUE,FALSE,FALSE,S99929969,NA,2022-01-02
eurrob1,European Robin,Erithacus rubecula,L1236726,Walthamstow Marshes SSSI,2022-01-03 16:34,2,51.5693585,-0.0509191,TRUE,FALSE,FALSE,S100031814,NA,2022-01-03
eurrob1,European Robin,Erithacus rubecula,L17323350,Kingsgate Primary School,2022-01-04 16:01,2,51.543009,-0.196711,TRUE,FALSE,TRUE,S100094371,NA,2022-01-04
eurrob1,European Robin,Erithacus rubecula,L939896,WWT London Wetland Centre (from 2000),2022-01-05 18:18,NA,51.4774486,-0.235101,TRUE,FALSE,FALSE,S100175760,NA,2022-01-05
eurrob1,European Robin,Erithacus rubecula,L17062893,West Ham Park Garden Zone 1,2022-01-06 15:26,1,51.5371386,0.0190299,TRUE,FALSE,TRUE,S100482768,NA,2022-01-06
eurrob1,European Robin,Erithacus rubecula,L6802076,Finsbury Park (The Park only),2022-01-07 15:33,1,51.5710417,-0.1017952,TRUE,FALSE,FALSE,S100290003,NA,2022-01-07
eurrob1,European Robin,Erithacus rubecula,L5441874,Grovelands Park,2022-01-08 15:50,2,51.6320569,-0.1142728,TRUE,FALSE,FALSE,S100341741,NA,2022-01-08
eurrob1,European Robin,Erithacus rubecula,L4210937,Muswell Hill--garden,2022-01-09 15:45,1,51.595709,-0.1394567,TRUE,FALSE,TRUE,S100481922,NA,2022-01-09
eurrob1,European Robin,Erithacus rubecula,L17361242,Whitgift,2022-01-10 17:15,4,51.359116,-0.105856,TRUE,FALSE,TRUE,S100497604,NA,2022-01-10
eurrob1,European Robin,Erithacus rubecula,L17361242,Whitgift,2022-01-11 17:16,2,51.359116,-0.105856,TRUE,FALSE,TRUE,S100550233,NA,2022-01-11
eurrob1,European Robin,Erithacus rubecula,L17361242,Whitgift,2022-01-12 17:18,4,51.359116,-0.105856,TRUE,FALSE,TRUE,S100601052,NA,2022-01-12
eurrob1,European Robin,Erithacus rubecula,L17361242,Whitgift,2022-01-13 17:13,4,51.359116,-0.105856,TRUE,FALSE,TRUE,S100657107,NA,2022-01-13
eurrob1,European Robin,Erithacus rubecula,L17361242,Whitgift,2022-01-14 17:09,5,51.359116,-0.105856,TRUE,FALSE,TRUE,S100713537,NA,2022-01-14
eurrob1,European Robin,Erithacus rubecula,L1344841,Brent Reservoir,2022-01-15 20:37,NA,51.5705173,-0.2462203,TRUE,FALSE,FALSE,S100793942,NA,2022-01-15
eurrob1,European Robin,Erithacus rubecula,L17455276,Gardner Close,2022-01-16 20:10,2,51.576526,0.029588,TRUE,FALSE,TRUE,S100870648,NA,2022-01-16
eurrob1,European Robin,Erithacus rubecula,L4210937,Muswell Hill--garden,2022-01-17 16:57,1,51.595709,-0.1394567,TRUE,FALSE,TRUE,S100968224,NA,2022-01-17
eurrob1,European Robin,Erithacus rubecula,L11504293,Little Woodcote,2022-01-18 16:44,6,51.3387237,-0.1565787,TRUE,FALSE,FALSE,S100987589,NA,2022-01-18
