speciesCode,comName,sciName,locId,locName,obsDt,lat,lng,obsValid,obsReviewed,locationPrivate,subId,exoticCategory,howMany,date_requested
eurrob1,European Robin,Erithacus rubecula,L939855,Alexandra Park (London),2017-12-07 08:03,51.5933888,-0.1266003,TRUE,FALSE,FALSE,S40956801,NA,8,2017-12-07
eurrob1,European Robin,Erithacus rubecula,L1000253,"Rainham Marshes RSPB Reserve, SSSI and LNR (includes Stone Barges and riverside walk)",2017-12-08 11:00,51.4966805,0.2115243,TRUE,FALSE,FALSE,S41012953,NA,NA,2017-12-08
eurrob1,European Robin,Erithacus rubecula,L5130552,London WWT,2017-12-09 13:30,51.4776411,-0.2323437,TRUE,FALSE,TRUE,S41062039,NA,3,2017-12-09
eurrob1,European Robin,Erithacus rubecula,L4210937,Muswell Hill--garden,2017-12-10 10:58,51.595709,-0.1394567,TRUE,FALSE,TRUE,S41007232,NA,1,2017-12-10
eurrob1,European Robin,Erithacus rubecula,L939890,Cranford Park,2017-12-12 14:35,51.4879105,-0.4166619,TRUE,FALSE,FALSE,S41068527,NA,1,2017-12-12
eurrob1,European Robin,Erithacus rubecula,L6283252,Wood Green--Cumberland Road,2017-12-13 09:30,51.597234,-0.112739,TRUE,FALSE,TRUE,S41066236,NA,1,2017-12-13
eurrob1,European Robin,Erithacus rubecula,L6562737,"50 Queen's Gate, London, England, GB (51.497, -0.179)",2017-12-14 14:24,51.4966494,-0.1792099,TRUE,FALSE,TRUE,S41084792,NA,1,2017-12-14
eurrob1,European Robin,Erithacus rubecula,L939896,WWT London Wetland Centre (from 2000),2017-12-15 12:10,51.4774486,-0.235101,TRUE,FALSE,FALSE,S41346213,NA,3,2017-12-15
eurrob1,European Robin,Erithacus rubecula,L1006681,Richmond Park (London),2017-12-16 12:05,51.4471069,-0.2717829,TRUE,FALSE,FALSE,S41120116,NA,1,2017-12-16
eurrob1,European Robin,Erithacus rubecula,L4210937,Muswell Hill--garden,2017-12-17 09:08,51.595709,-0.1394567,TRUE,FALSE,TRUE,S41159999,NA,1,2017-12-17
eurrob1,European Robin,Erithacus rubecula,L6583548,"Queen's Park, London",2017-12-18 15:30,51.535832,-0.2108712,TRUE,FALSE,TRUE,S41193897,NA,1,2017-12-18
eurrob1,European Robin,Erithacus rubecula,L933099,Beddington Farmlands,2017-12-19 12:29,51.3805849,-0.1479596,TRUE,FALSE,FALSE,S41194439,NA,8,2017-12-19
eurrob1,European Robin,Erithacus rubecula,L1006681,Richmond Park (London),2017-12-20 11:39,51.4471069,-0.2717829,TRUE,FALSE,FALSE,S41214462,NA,9,2017-12-20
eurrob1,European Robin,Erithacus rubecula,L4260073,Millennium Bridge,2017-12-21 13:21,51.5098883,-0.0985658,TRUE,FALSE,FALSE,S41227198,NA,NA,2017-12-21
eurrob1,European Robin,Erithacus rubecula,L3355039,Victoria Tower Gardens,2017-12-22 12:40,51.4970418,-0.124712,TRUE,FALSE,FALSE,S41245470,NA,1,2017-12-22
eurrob1,European Robin,Erithacus rubecula,L6596846,"106 Home Park Road, London, England, GB (51.436, -0.204)",2017-12-23 13:31,51.435874,-0.2036998,TRUE,FALSE,TRUE,S41263451,NA,1,2017-12-23
eurrob1,European Robin,Erithacus rubecula,L6603345,Courtfield Gardens,2017-12-24 15:30,51.4935512,-0.1870653,TRUE,FALSE,TRUE,S41294623,NA,1,2017-12-24
eurrob1,European Robin,Erithacus rubecula,L6627320,St Mary’s Church Garden,2017-12-25 15:26,51.53829,-0.101308,TRUE,FALSE,TRUE,S41460860,NA,2,2017-12-25
eurrob1,European Robin,Erithacus rubecula,L6608504,"90 Winsford Road, London, England, GB (51.433, -0.03)",2017-12-26 14:00,51.4334393,-0.0299459,TRUE,FALSE,TRUE,S41321077,NA,14,2017-12-26
eurrob1,European Robin,Erithacus rubecula,L6612822,"(51.467, -0.294)",2017-12-27 15:55,51.4670327,-0.2939017,TRUE,FALSE,TRUE,S41343379,NA,1,2017-12-27
eurrob1,European Robin,Erithacus rubecula,L1000253,"Rainham Marshes RSPB Reserve, SSSI and LNR (includes Stone Barges and riverside walk)",2017-12-28 14:55,51.4966805,0.2115243,TRUE,FALSE,FALSE,S41374909,NA,1,2017-12-28
eurrob1,European Robin,Erithacus rubecula,L4210937,Muswell Hill--garden,2017-12-29 15:48,51.595709,-0.1394567,TRUE,FALSE,TRUE,S41413304,NA,1,2017-12-29
eurrob1,European Robin,Erithacus rubecula,L6642766,Thornhill Square,2017-12-30 16:00,51.5403245,-0.1151676,TRUE,FALSE,TRUE,S41490860,NA,1,2017-12-30
eurrob1,European Robin,Erithacus rubecula,L4210937,Muswell Hill--garden,2017-12-31 14:13,51.595709,-0.1394567,TRUE,FALSE,TRUE,S41468462,NA,1,2017-12-31
